Magnitude	Depth	Distance(km)	Vs30	CDI	Instrumental_intensity
6.4	10.5	208.3993549	350.1144714	2.7	4.36714
6.4	10.5	217.2689674	310.6630859	3	3.85994
6.4	10.5	214.9321842	310.8014832	3.5	4.4873
6.4	10.5	238.7229294	373.8856812	3.4	3.92204
6.4	10.5	171.3834781	348.569458	3.4	5.1349
6.4	10.5	180.3675064	359.5794067	3.4	3.9452
6.4	10.5	183.1298525	355.6587219	3.1	4.04794
6.4	10.5	226.0409405	474.4078979	2.7	3.43072
6.4	10.5	233.1514891	418.5463257	2.9	3.40492
6.4	10.5	103.1269773	366.6407166	3.4	5.7032
6.4	10.5	193.2658851	356.0565796	3.4	2.96977
6.4	10.5	191.2987514	305.5860291	3.3	4.15073
6.4	10.5	225.2240524	210.7472229	3.1	4.29749
6.4	10.5	165.6139152	682.8892822	3.4	3.98317
6.4	10.5	239.727794	328.0511475	4.2	4.14375
6.4	10.5	204.8485854	363.7624512	2.7	4.07232
6.4	10.5	132.4925726	376.4263	3.8	5.72867
6.4	10.5	162.4958101	340.9030151	3.3	4.84008
6.4	10.5	205.9298339	315.4825745	3.5	4.52166
6.4	10.5	210.5901525	644.3841553	2.7	3.6109
6.4	10.5	228.2384786	249.5291443	3.4	4.28675
6.4	10.5	222.2025842	211.5189819	2.7	4.68606
6.4	10.5	263.2840962	327.9503479	3.4	3.46228
6.4	10.5	147.9612558	664.3551025	2.7	4.95811
6.4	10.5	112.9840249	429.8766174	5.4	5.15852
6.4	10.5	256.8209283	332.1638184	3.3	4.19693
6.4	10.5	200.5904281	325.953949	2.6	4.13235
6.4	10.5	146.8110857	456.3562012	4.7	4.84788
6.4	10.5	182.2696478	296.4588928	3.1	4.07884
6.4	10.5	128.1873227	376.3598938	3.2	4.96951
6.4	10.5	95.13019641	779.9940796	4.3	4.58193
6.4	10.5	192.9460273	326.0332947	3.4	5.14651
6.4	10.5	194.0046566	773.1461182	3.6	3.65433
6.4	10.5	66.64806208	744.1651001	5.4	5.32899
6.4	10.5	199.919884	369.8778381	4.2	4.32462
6.4	10.5	206.9395381	261.9725647	3.4	4.35126
6.4	10.5	195.2693549	389.3578491	3.1	4.57296
6.4	10.5	253.9770117	491.5884705	2.3	3.21244
6.4	10.5	138.9067457	413.4645081	3.4	5.25906
6.4	10.5	206.060012	351.6585999	3.1	3.17415
6.4	10.5	198.5655994	279.6011047	3.8	4.14615
6.4	10.5	218.7431642	373.088501	2.5	4.03342
6.4	10.5	139.3948458	600.0778198	3.4	4.5466
6.4	10.5	213.361188	328.3620605	2.8	3.96007
5.4	7	126.4818505	293.8636475	3.1	3.33985
5.4	7	130.6099614	298.1521606	3.3	3.0927
5.4	7	139.9804287	375.5345154	2.9	3.61451
5.4	7	83.10953728	373.0365601	3.6	3.7471
5.4	7	135.1551525	364.6400757	3.4	3.27397
5.4	7	181.1649117	554.2418213	2.5	2.76361
5.4	7	101.3449574	384.1702576	2.7	3.07784
5.4	7	142.6438966	400.3392334	3.1	2.7981
5.4	7	154.8428759	394.5776062	3.9	3.09248
5.4	7	150.2331022	456.3562012	3.4	2.73936
5.4	7	60.62768331	744.1651001	6.4	2.85305
5.4	7	142.8686008	413.4645081	2.3	2.44689
4.5	6.5	54.14807002	744.1651001	3.6	1.55894
7.1	8	237.5519615	274.2989502	3.1	4.85903
7.1	8	266.407213	238.7032471	3.4	5.49023
7.1	8	228.1138228	255.2074432	5.9	5.75587
7.1	8	240.9418055	260.6421814	5.5	5.38213
7.1	8	224.2464951	380.4976501	3.1	5.33932
7.1	8	228.1138228	255.2074432	5.9	5.68277
7.1	8	212.4220082	326.5749512	4.3	5.25394
7.1	8	233.2668326	326.3528137	5.3	5.11539
7.1	8	261.8094223	385.0278625	3.9	4.76295
7.1	8	250.1420593	251.4450684	3.4	4.96489
7.1	8	245.783564	245.1028595	3.4	4.92109
7.1	8	217.080675	241.1681976	4.6	5.21878
7.1	8	221.4428351	247.7007751	3.7	4.92114
7.1	8	202.8582479	324.194397	2.4	4.38627
7.1	8	230.7528396	340.3367615	3.3	4.59215
7.1	8	242.6185102	361.1778259	3.8	4.47884
7.1	8	210.6040353	383.594574	3.1	4.44091
7.1	8	202.751067	375.5310974	3.8	3.6961
7.1	8	239.1323615	281.1404114	3	5.03466
7.1	8	198.2244774	332.2532654	3.8	5.04964
7.1	8	256.0471761	367.6837158	3.6	4.92521
7.1	8	233.045202	255.4250793	4.1	5.48169
7.1	8	235.1721325	255.94104	4.1	4.7795
7.1	8	205.6652321	334.5426636	4.2	5.0882
7.1	8	200.4725076	341.8184814	4.9	4.25809
7.1	8	200.2049829	343.5531311	2.9	4.3777
7.1	8	206.0548663	296.8273315	2.9	4.81675
7.1	8	222.6484038	230.9501343	4	4.923
7.1	8	242.2025945	254.4861298	4.5	4.96986
7.1	8	214.2501517	249.9461212	3.8	5.75046
7.1	8	209.1399106	310.7657166	3.4	4.98075
7.1	8	207.0657024	334.2391052	3.7	5.1485
7.1	8	226.1980764	222.8465729	5.8	5.13498
7.1	8	222.6198653	232.7233734	3.8	5.38047
7.1	8	235.2061633	192.8178406	4.1	5.17663
7.1	8	218.1485234	234.453598	4.3	4.9354
7.1	8	225.9472469	226.3639832	4.8	5.10465
7.1	8	227.1077522	217.5500641	3.7	5.31605
7.1	8	230.0879927	214.8119659	4	5.20833
7.1	8	222.3160737	223.7388458	4	5.19192
7.1	8	203.177651	342.1268005	3.5	3.90499
7.1	8	199.8563157	354.9957886	3.8	4.17877
7.1	8	209.241874	544.9629517	2.2	4.72119
7.1	8	226.8610201	314.880188	4.6	5.06626
7.1	8	230.1205644	216.1082764	4.4	5.6899
7.1	8	230.9345871	227.8712158	4.2	5.45505
7.1	8	209.0591343	376.1671143	4.3	5.00841
7.1	8	228.7121201	291.2864075	4.9	4.55896
7.1	8	203.4648924	363.5956726	3.1	5.14653
7.1	8	211.007574	347.9421997	3.4	5.10375
7.1	8	215.4723589	249.3115387	4.1	5.7766
7.1	8	218.5786475	311.0856018	3.8	5.16612
7.1	8	203.8838683	297.3033447	4.2	5.41303
7.1	8	222.9726083	319.8283691	3.8	5.13378
7.1	8	204.00877	352.0711975	4.2	5.02033
7.1	8	221.9727275	329.0407104	3.6	5.08551
7.1	8	226.914128	279.9151917	3.1	4.93247
7.1	8	211.7302126	265.4923401	3.8	5.43369
7.1	8	219.2346392	237.7719727	3.8	5.57605
7.1	8	213.4354406	316.2036133	3.4	5.1424
7.1	8	225.6708938	269.1074219	3.2	4.69602
7.1	8	229.1061141	235.9417572	3.9	5.05078
7.1	8	213.1868698	344.6733398	4.3	5.08461
7.1	8	208.8914728	358.4122925	4.3	5.17438
7.1	8	215.1071183	321.8169861	4.2	4.9673
7.1	8	220.6972962	283.1348877	3.8	4.8116
7.1	8	207.0987693	285.2048035	5.4	5.15833
7.1	8	206.1076874	293.2257385	4.1	5.00376
7.1	8	208.6462041	277.7321472	4.1	5.18419
7.1	8	215.105217	248.2962952	4.2	5.60502
7.1	8	218.7989141	240.3431244	4.2	5.61008
7.1	8	229.5868469	303.5801392	3.1	4.39338
7.1	8	215.9585571	323.1434937	3.8	5.07003
7.1	8	206.4513138	275.4674072	4.3	5.25794
7.1	8	226.4568974	252.6809082	3.1	4.63211
7.1	8	223.2978021	217.3448944	4.3	5.44128
7.1	8	224.397879	329.2502136	3.8	4.90466
7.1	8	224.7124096	248.1737671	2.9	4.9906
7.1	8	229.1393725	318.2366638	4.1	4.93899
7.1	8	217.3898731	250.2933807	4	5.59829
7.1	8	213.4074197	342.4890747	2.2	5.11167
7.1	8	219.9805444	305.6911926	3.1	4.76642
7.1	8	221.3033167	310.7246399	3.9	5.15582
7.1	8	210.7593119	341.468689	3.8	5.25795
7.1	8	245.5289965	349.302063	5.2	5.68965
7.1	8	235.9272509	351.7305298	3.8	5.01171
7.1	8	119.2243511	307.1156921	5.4	7.24996
7.1	8	205.4364959	384.6638794	3.8	4.98648
7.1	8	216.5798345	383.1629028	5.1	6.10522
7.1	8	159.3354924	338.2141418	4.3	5.5319
7.1	8	207.127774	392.3591919	3.4	5.32826
7.1	8	182.4542864	341.219574	4.1	5.90221
7.1	8	212.6135409	376.6034241	4.6	5.23161
7.1	8	184.1135852	417.7445374	5.1	5.05966
7.1	8	183.6337122	356.5569153	3.2	4.66925
7.1	8	191.4728349	360.4372864	3.1	5.13761
7.1	8	173.0659458	670.1553955	3.4	4.80831
7.1	8	198.477961	307.4013977	4.2	4.81446
7.1	8	190.6907714	347.0202026	3.1	5.45898
7.1	8	184.51273	360.4380188	4.6	4.47132
7.1	8	181.915037	374.7468262	3.1	4.81735
7.1	8	195.4232688	384.4096069	3.1	4.08832
7.1	8	143.1179109	400.6134949	5	5.86193
7.1	8	183.3924986	303.5408936	5	4.22715
7.1	8	183.2170806	370.1980896	3.4	4.68183
7.1	8	197.5682496	373.9614258	3.8	4.49656
7.1	8	184.2147563	425.3136597	3.8	4.91456
7.1	8	184.3433958	400.8191528	4.1	4.6876
7.1	8	188.2321564	307.8835144	4.7	5.0866
7.1	8	149.5298083	362.8032532	4.8	5.44765
7.1	8	187.5739005	446.3934631	3.8	4.39525
7.1	8	191.0782737	346.5249023	5	4.59598
7.1	8	187.5033135	278.9410706	3	5.23788
7.1	8	153.995517	380.8470459	5.8	5.60378
7.1	8	192.6071823	295.1670532	3.6	5.04228
7.1	8	191.2119469	303.2130737	4.1	4.96887
7.1	8	185.565789	376.3748169	2.7	4.61205
7.1	8	195.465436	342.444458	5.3	5.68618
7.1	8	188.4786493	352.6233215	4.1	4.79771
7.1	8	202.4519791	332.5693359	3.6	4.65228
7.1	8	195.9983187	350.4064026	3.4	5.44162
7.1	8	183.7976482	397.1170654	3.6	4.80131
7.1	8	186.6155566	355.067627	4.1	4.349
7.1	8	116.5769819	349.674408	3.8	6.07733
7.1	8	148.0649326	367.8610535	3.1	5.43554
7.1	8	179.8700138	372.4357605	3.8	5.00824
7.1	8	183.036248	344.8460693	7.1	4.80884
7.1	8	193.5919894	324.6712952	3.8	5.30121
7.1	8	197.0886841	269.0514832	3.9	5.49568
7.1	8	209.4619509	373.1589661	3.3	4.5995
7.1	8	187.6200786	336.6068726	4.4	4.85457
7.1	8	190.6302316	322.8825989	4.4	5.13804
7.1	8	196.7419294	392.33255	4	4.65045
7.1	8	185.7226724	823.7477417	2.7	4.47889
7.1	8	186.0552198	422.7388	4.3	5.20674
7.1	8	198.2591681	424.7206116	3.6	5.03721
7.1	8	190.7961568	391.8576355	4.1	5.02254
7.1	8	192.2456901	404.5478821	2.7	5.11225
7.1	8	192.9790471	395.9318848	3.4	5.20847
7.1	8	201.1843807	399.9537964	4.1	5.14761
7.1	8	209.6679425	376.4328308	3.5	5.44122
7.1	8	189.3351501	305.1174927	4	5.73435
7.1	8	126.7556947	293.8636475	4.6	6.30033
7.1	8	171.0913419	330.089386	4.2	5.78974
7.1	8	178.5155977	515.1060181	4.1	5.68487
7.1	8	198.2615176	315.228241	4.6	4.82897
7.1	8	189.3737418	299.4330139	3.7	5.38415
7.1	8	192.753743	291.4198608	4.1	5.46853
7.1	8	189.9090947	305.808136	4.3	5.25207
7.1	8	152.4849943	711.3206787	3.8	4.96848
7.1	8	174.4228115	364.5945435	3.8	5.32321
7.1	8	175.6504332	310.4531555	4.3	5.72006
7.1	8	199.6708947	387.1007385	3.7	5.22263
7.1	8	198.6442562	335.2063904	3.4	5.28152
7.1	8	224.1632003	360.9479675	2.2	4.26966
7.1	8	190.3082377	405.8877563	4.2	4.96604
7.1	8	182.852155	399.6081543	4.2	4.70631
7.1	8	188.1477775	390.3362122	3.6	5.43305
7.1	8	140.9363317	414.2243652	4.2	5.55411
7.1	8	195.6154031	408.4488525	3.7	4.74952
7.1	8	149.6808214	327.2637939	4.8	4.89082
7.1	8	188.1244558	328.4709473	4	5.19256
7.1	8	197.9407141	419.2765808	3.4	5.14628
7.1	8	130.6225174	293.7441406	5.5	6.38923
7.1	8	199.2165246	387.1007385	3.7	4.87793
7.1	8	201.6000907	305.9043579	5	5.09824
7.1	8	196.6999571	287.2349854	4	5.01087
7.1	8	130.7604301	298.1521606	5.5	6.13425
7.1	8	196.2175339	296.7688904	4.2	5.18391
7.1	8	177.9768406	430.0059204	3.8	5.10903
7.1	8	188.2402725	301.6509094	3.8	5.45878
7.1	8	153.9359282	512.6240234	3.1	4.36368
7.1	8	184.3700625	322.775238	3.1	5.25611
7.1	8	199.3555394	277.7340698	4.1	5.27445
7.1	8	196.2859736	290.8937988	4.9	5.70809
7.1	8	191.1439747	294.7110901	4.1	6.1452
7.1	8	193.56316	281.9298706	2.2	5.62051
7.1	8	192.827672	291.000885	4.5	5.49896
7.1	8	198.3190134	384.4674683	4	4.69711
7.1	8	198.3028042	381.9442749	3.9	5.17481
7.1	8	194.7447622	356.687561	3.1	4.7512
7.1	8	189.6341426	450.086731	3.8	4.74037
7.1	8	189.2092035	321.1270142	4.6	5.18991
7.1	8	200.750768	376.6755676	3.8	5.11388
7.1	8	199.4584191	387.1007385	3.7	4.96658
7.1	8	197.0152513	382.1365051	3.1	5.07265
7.1	8	201.0292803	364.7885132	3.9	5.16682
7.1	8	186.0476289	358.6506653	3.8	5.14693
7.1	8	213.8365593	325.1950073	2.9	4.30491
7.1	8	196.2172892	294.7679443	3.9	5.54493
7.1	8	193.9809967	627.5021362	4.2	4.62999
7.1	8	213.8204821	336.5756836	3.8	5.03916
7.1	8	210.9213074	344.5159302	4.3	4.99607
7.1	8	194.3289757	376.6407776	3.7	5.29169
7.1	8	195.50774	265.135376	4.4	5.88769
7.1	8	201.2291806	396.1256104	3.8	4.96253
7.1	8	181.3043888	354.1586304	4.6	4.89392
7.1	8	188.4221246	384.3681335	4	5.1618
7.1	8	186.6246589	488.3274231	3.2	4.92841
7.1	8	189.1532885	327.0830994	3.1	5.30838
7.1	8	139.0656715	379.8895874	4.8	5.48969
7.1	8	140.1629088	375.5345154	4.2	5.83311
7.1	8	206.7764915	293.9561768	3.9	5.09672
7.1	8	196.0280282	389.2038269	3.8	4.98475
7.1	8	205.4403249	301.3935852	3.4	4.96359
7.1	8	204.3776418	297.8115845	2.2	4.77166
7.1	8	253.9267932	324.2528992	3.4	4.67949
7.1	8	231.1451231	243.1437073	4.3	5.64766
7.1	8	231.5991243	247.8866119	4.4	5.31286
7.1	8	206.1704597	268.2477722	4.8	5.69314
7.1	8	216.6047262	318.9224548	5.3	4.87177
7.1	8	227.4683224	237.4728699	3.4	5.86186
7.1	8	223.5284195	245.2002411	4.5	5.36835
7.1	8	219.9232071	306.6296997	3.8	5.17575
7.1	8	226.7523224	284.45755	3.7	5.47463
7.1	8	254.0208598	333.6753845	3.6	4.37238
7.1	8	245.7610987	385.407135	3.8	4.47042
7.1	8	224.1234457	272.7703857	3.8	5.63285
7.1	8	149.5482536	285.7149048	6	5.79611
7.1	8	100.4327167	342.5826416	5.3	6.16315
7.1	8	85.41673374	344.4706421	5	6.17432
7.1	8	22.76179966	268.1030579	6.6	8.0251
7.1	8	93.76658151	342.1047363	3.1	5.90939
7.1	8	131.1122681	373.7682495	3.3	5.28356
7.1	8	81.20602621	373.0365601	6.2	4.29221
7.1	8	139.6364797	268.4016418	3.8	5.08043
7.1	8	139.520938	270.9513855	3.1	5.49168
7.1	8	142.2371574	270.5318909	5.8	5.85528
7.1	8	137.079016	360.2892151	3.7	5.44789
7.1	8	135.8420898	265.1869507	4.9	5.47478
7.1	8	136.4845553	364.6400757	5.8	6.38428
7.1	8	209.6125014	425.1835938	3.9	4.39938
7.1	8	178.6869604	326.3209534	4.6	5.40328
7.1	8	213.192652	329.8565979	3.8	4.8149
7.1	8	170.3272171	750.0498657	2.7	4.1344
7.1	8	209.7004124	343.20224	3.3	4.98722
7.1	8	195.8553029	604.1280518	3.1	4.71184
7.1	8	220.9352831	236.7275543	4.1	5.31148
7.1	8	187.7321681	390.3362122	3.6	4.96909
7.1	8	231.650587	344.8798828	3.4	5.04593
7.1	8	187.3667038	282.5281982	4.1	5.22362
7.1	8	197.9682096	333.8737183	3.1	4.69098
7.1	8	230.3102983	238.8612213	4.6	5.7823
7.1	8	197.0648616	324.7414246	3.1	5.07756
7.1	8	146.5449188	871.8712158	3.8	5.27381
7.1	8	214.9395251	326.0301514	4.2	5.05973
7.1	8	188.2374071	276.7805481	5.2	5.73799
7.1	8	214.6166757	245.6526337	3.1	5.41866
7.1	8	210.6318806	364.8106689	3.8	4.23297
7.1	8	169.082371	338.681427	3.8	5.19181
7.1	8	219.3688381	315.9803772	3.8	4.80503
7.1	8	55.71225021	598.7265625	5.3	5.66311
7.1	8	181.3737367	554.2418213	6	5.00421
7.1	8	200.805533	491.2952576	2.9	3.77795
7.1	8	200.805533	491.2952576	2.9	3.77795
7.1	8	218.4794578	240.5567322	3.1	5.66912
7.1	8	245.9684464	391.8901062	2.7	4.20852
7.1	8	195.916883	483.7773132	3.4	4.80118
7.1	8	193.3103218	285.3822937	3.6	5.55474
7.1	8	237.3777802	331.9939575	3.4	3.55497
7.1	8	186.2674556	295.8011169	2.7	4.29244
7.1	8	213.109957	295.7687988	4.2	5.08537
7.1	8	101.8678719	384.1702576	3.4	6.03185
7.1	8	198.2499764	355.5014343	5.6	5.16372
7.1	8	180.4026465	685.7255859	4.1	4.46067
7.1	8	194.487406	830.4780273	3.4	4.28148
7.1	8	197.0664576	462.2550964	2.7	5.2646
7.1	8	190.3229829	327.5500793	3.1	4.80045
7.1	8	186.6025403	300.3753662	3.1	4.69771
7.1	8	254.9197507	298.5339355	4.7	4.91573
7.1	8	239.1054458	794.8417358	3.4	3.76838
7.1	8	177.2332534	650.864502	3.4	5.47281
7.1	8	79.8864977	927.0783081	3.1	5.14083
7.1	8	223.7795387	329.4858704	3.6	4.51507
7.1	8	312.775786	607.1120605	3.8	3.42027
7.1	8	312.775786	607.1120605	3.8	3.42027
7.1	8	185.8756409	387.7528076	3.1	5.01884
7.1	8	221.6896369	279.6632385	3.4	4.84186
7.1	8	223.7768083	236.4804688	2.7	5.13726
7.1	8	209.2463603	350.5891113	3.8	5.16687
7.1	8	269.2142523	311.2938232	3.7	4.39505
7.1	8	141.9689166	712.68927	3.8	5.49489
7.1	8	181.8973832	309.4449158	3.3	5.64305
7.1	8	292.0887922	552.5709229	2.5	4.0296
7.1	8	234.07294	210.3031006	4.6	5.36077
7.1	8	285.1321544	343.916687	2.9	3.99212
7.1	8	143.6625302	671.8769531	3.8	5.07954
7.1	8	216.548395	256.1272888	4.1	5.74596
7.1	8	157.1113266	341.5627747	5.4	7.26875
7.1	8	157.5389388	388.9569092	2.2	5.43464
7.1	8	227.1954031	237.2540894	3.1	5.41768
7.1	8	128.0611429	358.0562439	4.1	5.54913
7.1	8	216.0144092	343.016449	4.3	5.58448
7.1	8	244.3843776	244.1423798	4.8	5.33123
7.1	8	235.5251128	315.8997803	4.8	3.86126
7.1	8	234.3819667	591.2828979	2.7	4.35407
7.1	8	196.2881768	346.6985168	4.1	4.53471
7.1	8	244.7552078	342.9169922	3.4	4.47759
7.1	8	206.4006933	321.6302795	2.7	4.5646
7.1	8	203.8459639	330.6783142	2.7	5.18197
7.1	8	255.4420621	375.0314941	3.1	4.66433
7.1	8	244.1035063	799.6939087	2.6	5.02369
7.1	8	176.9179835	785.8592529	3.4	4.64175
7.1	8	226.9294014	381.4694519	4.1	4.61971
7.1	8	221.5212178	232.997345	3.9	5.10807
7.1	8	205.0856666	330.0684509	3.6	4.87141
7.1	8	269.7943943	455.6496887	3.1	4.2797
7.1	8	185.6440908	825.7874146	3	3.84414
7.1	8	172.6287738	361.3795776	3.4	5.21333
7.1	8	214.9804802	299.9070129	3.6	5.12327
7.1	8	183.3949965	368.5725403	2.8	4.49407
7.1	8	258.11359	339.9762573	3.4	4.66827
7.1	8	124.5968168	298.3011475	4.1	5.80654
7.1	8	182.0832146	441.0753479	3.6	5.0493
7.1	8	184.4761901	383.9384155	3.6	4.93723
7.1	8	202.4054214	279.6011047	3.1	4.87415
7.1	8	249.7778915	348.2541809	4.1	4.21346
7.1	8	143.0466095	400.3392334	5.2	5.32138
7.1	8	177.5801631	333.5112305	3.4	5.89349
7.1	8	358.2436676	318.6185608	3	4.03961
7.1	8	358.2436676	318.6185608	3	4.03961
7.1	8	232.8756007	204.0059357	4.1	5.66305
7.1	8	209.7135292	339.5799866	2.7	5.22991
7.1	8	222.5700266	352.0774231	3.4	3.92743
7.1	8	194.0324845	277.1630554	6.3	6.20316
7.1	8	231.3421878	354.146698	3.4	4.20856
7.1	8	155.0875868	394.5776062	5.4	5.954
7.1	8	227.2640859	360.4520874	3.6	4.38408
7.1	8	214.8890273	344.6783142	3.4	4.61579
7.1	8	193.241929	286.3734741	3.8	5.91066
7.1	8	132.4236137	532.8256226	6.1	4.93081
7.1	8	80.78311261	342.7010193	5.3	5.74892
7.1	8	18.82127437	261.6491394	7.3	8.33
7.1	8	221.0806795	310.6630859	3.4	4.84864
7.1	8	215.108289	310.8014832	3.2	5.33873
7.1	8	236.2947885	373.8856812	3.1	4.37601
7.1	8	173.3008273	348.569458	2.7	5.37253
7.1	8	187.7105107	359.5794067	2.2	4.60882
7.1	8	200.2951363	408.8318787	4.6	5.7806
7.1	8	188.3684329	355.6587219	3.8	4.87726
7.1	8	233.066504	474.4078979	3.8	4.66778
7.1	8	237.0835438	418.5463257	3.4	4.00041
7.1	8	113.5206688	366.6407166	5.4	6.47689
7.1	8	201.3519641	356.0565796	3.4	4.24265
7.1	8	196.1312189	305.5860291	3.8	5.12005
7.1	8	313.8262768	304.8688354	4.3	4.56045
7.1	8	231.2205334	210.7472229	4	5.10912
7.1	8	174.2015994	682.8892822	4.3	4.92585
7.1	8	246.5866171	328.0511475	4.5	5.31479
7.1	8	135.4566361	376.4263	4.5	5.74481
7.1	8	164.6074506	340.9030151	4.8	5.31102
7.1	8	264.8721914	356.7680969	2.7	4.4573
7.1	8	234.6914353	249.5291443	4.6	4.86358
7.1	8	226.8814181	211.5189819	4.1	5.20091
7.1	8	259.1151709	327.9503479	3.9	4.04503
7.1	8	259.1151709	327.9503479	3.9	4.04503
7.1	8	154.5059771	664.3551025	4.3	5.53167
7.1	8	114.3782043	429.8766174	4.1	5.61126
7.1	8	204.5338494	325.953949	4	4.97238
7.1	8	150.5844353	456.3562012	5	5.35278
7.1	8	171.6096041	296.4588928	4.3	5.19762
7.1	8	136.6402759	376.3598938	4.8	5.86425
7.1	8	86.52126797	779.9940796	3.4	5.45055
7.1	8	198.428398	326.0332947	4.3	5.93052
7.1	8	197.3145002	773.1461182	4.3	4.65737
7.1	8	58.618897	744.1651001	7	6.18989
7.1	8	201.8488497	369.8778381	3.6	4.95167
7.1	8	211.1455257	261.9725647	3.4	5.36556
7.1	8	205.9230765	389.3578491	3.4	5.19278
7.1	8	244.1767719	563.161438	3.9	3.52626
7.1	8	244.1767719	563.161438	3.9	3.52626
7.1	8	244.8115406	546.62323	3.4	4.51004
7.1	8	243.0990166	564.328125	3.4	4.56235
7.1	8	243.4072084	491.5884705	3.3	4.35206
7.1	8	361.3909198	296.20047	3.4	3.65993
7.1	8	361.3909198	296.20047	3.4	3.65993
7.1	8	143.3826523	413.4645081	3.4	5.63121
7.1	8	176.0531819	623.3632813	3.4	4.09112
7.1	8	183.3665473	275.2488098	3.8	5.34904
7.1	8	201.8913679	279.6011047	3.9	4.76292
7.1	8	217.3317992	373.088501	4	4.60422
7.1	8	216.8672654	328.3620605	3.1	5.13449
4.5	14	17.15095513	461.2825012	3.4	3.42819
4.5	14	17.75868303	461.82724	3.4	3.80802
4.5	14	18.56677657	544.0830078	3.4	4.32399
4.5	14	75.65867291	743.3817139	2.6	1.48764
4.5	14	74.35732419	623.447998	2.2	2.22811
4.5	14	20.17234733	463.3893738	3.8	3.77793
4.5	14	19.35094377	443.7919006	3.6	3.79651
4.5	14	30.03344602	256.6106567	3.5	3.03699
4.5	14	21.99091889	320.4612427	3.2	3.49584
4.5	14	41.721753	282.6596069	3	2.94068
4.5	14	13.00563105	429.7617493	4.6	6.3441
4.5	14	13.54385126	484.8410339	4.3	5.38074
4.5	14	18.10945444	468.7441101	3.3	3.35408
4.5	14	26.87404341	367.6448364	3.5	4.3356
4.5	14	24.926956	481.2230225	3.7	4.96095
4.5	14	29.32171526	254.3607025	2.6	3.29836
4.5	14	26.13215279	504.2155762	3.6	4.54041
4.5	14	26.51098545	267.1455688	3.3	2.66746
4.5	14	3.789777167	324.7202759	4.2	5.86953
4.5	14	19.36131782	382.7627563	3.8	6.22655
4.5	14	4.341631901	315.5418396	4	5.72138
4.5	14	30.86399524	254.8878021	3.1	3.14782
4.5	14	28.79783967	531.6841431	3.8	3.59161
4.5	14	20.29981942	615.6091919	3.6	3.54442
4.5	14	21.33005308	449.4562683	3.5	3.82441
4.5	14	10.84896184	486.3784485	3.9	3.97987
4.5	14	10.01735788	442.2163391	4.4	6.37154
4.5	14	29.34032591	506.3123169	3	3.22284
4.5	14	25.08262522	253.8256226	3.4	3.59013
4.5	14	35.27133902	372.9760437	2.7	2.44132
4.5	14	24.34448311	443.4685669	3.3	3.65148
4.5	14	55.78979684	471.2778931	3.1	2.63983
4.5	14	30.24146086	331.3692932	3.2	3.26998
4.5	14	20.33018088	496.7002563	3.3	3.74924
4.5	14	47.48683191	260.7748108	3.4	3.99937
4.5	14	28.2573381	178.0744781	3	3.35491
4.5	14	22.83310706	300.2854004	3.7	4.2918
4.5	14	17.82852026	166.5919342	3.8	5.28724
4.5	14	24.98861722	310.275177	3.6	3.41992
4.5	14	29.16718308	139.7385406	3.8	4.81671
4.5	14	41.63402247	271.6262817	2.2	3.23665
4.5	14	19.41061513	431.2831421	3.5	4.5339
4.5	14	47.43833871	312.2950439	3.4	3.02881
4.5	14	46.70423709	319.0376892	3.3	3.1138
4.5	14	30.93044122	331.4839478	3.4	4.48405
4.5	14	33.35381326	743.9794922	3.1	3.56203
4.5	14	20.38997968	615.6091919	3.6	2.76993
4.5	14	13.47075218	552.4205933	2.7	3.85701
4.5	14	24.41077393	667.7832031	3.1	3.46914
4.5	14	22.37210096	447.0111694	3.6	4.36637
4.5	14	10.52854736	473.1763611	4.2	5.29127
4.5	14	39.95369285	423.7685242	3.4	1.71473
4.5	14	30.42453005	709.5218506	3.2	2.01272
4.5	14	81.69951993	816.4118652	2.1	1.43526
4.5	14	67.23245226	442.4208984	2.6	2.35806
4.5	14	58.53953824	477.8977966	2.2	2.80712
4.5	14	58.00502909	374.3821106	2.9	5.54707
4.5	14	49.44000472	735.5662842	3.4	2.17709
4.5	14	87.84953613	437.7171631	3.3	2.23634
4.5	14	40.493256	680.1619873	4.3	1.96462
4.5	14	23.35799312	377.2352295	4	4.25809
4.5	14	41.34227943	278.8031921	2.7	2.64022
4.5	14	21.31555686	449.4562683	3.5	4.16733
4.5	14	15.59359884	144.2372589	4.9	3.3497
4.5	14	74.43031835	410.999939	2.8	1.88799
4.5	14	42.21743452	755.4559937	3.1	2.3986
4.5	14	11.05845378	353.8033447	4	1.68007
4.5	14	10.78387895	303.1426392	5.1	3.84231
4.7	10.1	88.47477283	623.447998	3.1	1.72062
4.7	10.1	12.68952121	650.3691406	5.4	5.73034
4.7	10.1	131.842423	423.3348694	2.2	2.5742
4.7	10.1	50.44078211	271.4179077	3.6	3.35582
4.7	10.1	44.56279414	290.6101685	2.7	3.58523
4.7	10.1	21.52218285	269.1831665	3.2	5.41888
4.7	10.1	36.47314342	267.9405823	3.7	3.13406
4.7	10.1	24.99233774	296.20047	3.5	4.33636
4.7	10.1	23.32138646	280.0039673	3.6	4.90055
4.7	10.1	32.60408394	313.0909424	3.7	3.17684
4.7	10.1	57.70966446	635.0424194	3.3	4.18735
4.7	10.1	38.55242349	317.0544739	3.3	2.12732
