Magnitude	Depth	Distance(km)	Vs30	CDI	Instrumental_intensity
4.5	12.9	67.37543278	384.4096069	4.3	3.0862
4.5	12.9	54.39971698	545.180603	3.8	3.02874
4.5	12.9	38.40713433	634.9000244	4.9	3.48639
4.5	12.9	71.00680849	370.1980896	3.8	3.37752
4.5	12.9	37.68670081	245.0027771	3.8	4.99118
4.5	12.9	83.7424229	362.8032532	4.1	2.85615
4.5	12.9	106.8815897	303.2130737	2.6	2.70033
4.5	12.9	57.24577558	284.6976624	3.9	3.88147
4.5	12.9	25.75112512	332.5693359	4.1	6.68982
4.5	12.9	100.0919917	350.4064026	2.8	3.32953
4.5	12.9	126.0346723	444.5438538	2.7	2.61075
4.5	12.9	128.3341141	419.2765808	3.1	2.96044
4.5	12.9	21.33475486	329.8565979	4.3	5.79298
4.5	12.9	30.66901495	333.8737183	3.1	4.28407
4.5	12.9	50.20685184	276.7805481	3.4	4.51964
4.5	12.9	117.2034623	245.6526337	2.9	2.99292
4.5	12.9	73.70462837	364.8106689	3	2.85565
4.5	12.9	122.8400682	240.5567322	2.5	3.59252
4.5	12.9	72.28856937	704.9285278	3.1	2.5756
4.5	12.9	63.15691073	695.449646	3.8	2.71281
4.5	12.9	61.42251291	295.8011169	3.6	3.80018
4.5	12.9	106.6449726	295.7687988	3	3.25235
4.5	12.9	104.4847596	453.6018982	2.7	2.58186
4.5	12.9	123.5366401	462.2550964	2.5	2.36368
4.5	12.9	42.0882616	300.3753662	3.6	3.42868
4.5	12.9	57.04363327	298.5339355	3.1	2.29237
4.5	12.9	30.61640151	794.8417358	3.4	3.62189
4.5	12.9	50.66393231	650.864502	2.7	3.41076
4.5	12.9	70.35325354	329.4858704	3.1	3.46522
4.5	12.9	43.85233541	244.1423798	3.1	2.81603
4.5	12.9	72.0898269	346.6985168	2.7	2.5085
4.5	12.9	37.03984923	321.6302795	3.8	4.55289
4.5	12.9	65.9452425	375.0314941	2.8	4.02627
4.5	12.9	60.08233136	799.6939087	2.2	5.12222
4.5	12.9	95.00582066	381.4694519	3.1	3.24795
4.5	12.9	101.4170323	232.997345	3.4	2.64556
4.5	12.9	79.88826315	368.5725403	4.1	3.15917
4.5	12.9	77.86067854	346.95401	2.7	3.13091
4.5	12.9	42.78306448	341.170105	4.3	3.79791
4.5	12.9	63.97225147	339.9762573	2.7	2.56317
4.5	12.9	30.10299196	458.697998	2.9	3.62531
4.5	12.9	116.064285	383.9384155	2.7	2.6655
4.5	12.9	82.39730925	717.2650146	2.7	2.78966
4.5	12.9	96.91237382	323.987793	2.8	3.74325
4.5	12.9	114.0097144	204.0059357	2.7	4.03463
4.5	12.9	17.12262249	339.5799866	2.7	5.36245
4.5	12.9	71.9510766	352.0774231	4.3	2.64009
4.5	12.9	83.8545638	478.4100952	2.4	2.85973
4.5	12.9	94.42869645	704.1832886	4.1	3.92276
4.5	12.9	67.6996604	360.4520874	3.1	3.71418
4.5	12.9	152.2863176	326.5565796	2.9	2.86454
4.5	12.9	81.48893754	372.415741	2.5	3.99511
4.5	12.9	98.24278436	398.8678894	3.3	2.74817
4.5	12.9	37.68107629	625.0380249	4.9	4.29003
4.5	12.9	88.65882045	698.3191528	2.6	2.72774
4.5	12.9	85.48451402	474.4078979	2.2	2.88253
4.5	12.9	50.65447154	356.0565796	3.5	3.55203
4.5	12.9	50.65447154	356.0565796	3.5	4.48141
4.5	12.9	54.90119518	343.7855225	2.7	3.99949
4.5	12.9	48.28072771	682.8892822	3.1	3.05098
4.5	12.9	101.7495166	356.7680969	2.7	2.32752
4.5	12.9	62.22978382	729.5418091	2.1	3.26093
4.5	12.9	89.23327371	682.1473999	3.8	2.12866
4.5	12.9	173.0636322	369.8778381	2.7	2.35428
4.5	12.9	136.2033437	261.9725647	3.1	3.76071
4.4	1.9	10.03197299	329.0065918	2.7	5.89403
4.4	1.9	37.37387033	255.2074432	3.4	3.0738
4.4	1.9	31.1089623	794.8417358	3.1	3.44924
4.4	1.9	34.70289713	323.6960449	3.1	4.22787
4.4	1.9	32.46382415	339.5283508	3.6	3.14391
4.4	1.9	55.94286744	323.1355286	4.6	3.10243
4.4	1.9	45.58412171	387.0570374	3.2	3.49779
4.4	1.9	58.28283806	232.7965088	3.4	3.45858
4.4	1.9	32.1054882	326.3528137	3.9	4.22738
4.4	1.9	36.24444812	340.3367615	2.7	3.37176
4.4	1.9	32.34929077	367.6837158	2.2	3.22716
4.4	1.9	48.62399524	315.9803772	2.7	2.80183
4.4	1.9	54.70072193	658.9470215	2.7	1.36589
4.4	1.9	31.61522019	725.0460815	2.7	2.84677
4.4	1.9	47.98001947	607.1120605	3.4	2.3082
4.4	1.9	61.41106022	485.7802124	3.1	2.44926
4.4	1.9	31.39525918	375.0314941	2.4	2.7492
4.4	1.9	23.39487081	455.6496887	3.4	4.29276
4.4	1.9	42.45315619	717.2650146	2.7	2.92938
4.4	1.9	56.45953339	690.1533813	2.7	2.68596
4.4	1.9	40.3952295	698.3191528	2.2	1.96423
4.4	1.9	33.32117875	682.1473999	3.8	3.39178
4.4	5.5	36.94428288	241.1681976	2.7	4.18792
4.4	5.5	33.42568937	383.594574	3.7	3.91237
4.4	5.5	17.062448	332.2532654	3.3	3.71183
4.4	5.5	23.27203646	334.5426636	2.7	3.5829
4.4	5.5	40.42258327	341.8184814	3.1	3.43428
4.4	5.5	34.48276504	249.9461212	3.4	3.49202
4.4	5.5	42.29039202	232.7233734	2.2	3.15567
4.4	5.5	40.89708085	230.4061432	2.9	3.33856
4.4	5.5	35.80144343	350.7228394	2.2	3.6155
4.4	5.5	43.37315475	346.9151611	4.1	3.18386
4.4	5.5	75.50090014	456.2001038	2.7	2.80212
4.4	5.5	51.43188347	227.8712158	2.6	2.83049
4.4	5.5	46.43343029	261.9712524	3.4	2.78952
4.4	5.5	43.0722739	237.7719727	3.4	4.13388
4.4	5.5	50.26951358	248.1737671	3.1	2.44269
4.4	5.5	33.65783196	341.468689	2.7	3.58379
4.4	5.5	1.236920059	356.5569153	5	6.38168
4.4	5.5	13.43037918	360.4372864	4.3	4.65241
4.4	5.5	16.31264563	369.9856262	3.8	3.90948
4.4	5.5	56.78617475	670.1553955	3.1	2.9667
4.4	5.5	11.28875925	347.0202026	4.3	5.51597
4.4	5.5	9.054895631	360.4380188	3.2	5.55685
4.4	5.5	16.29225376	374.7468262	3.4	4.18925
4.4	5.5	27.84354413	384.4096069	3.8	4.26015
4.4	5.5	21.67859643	370.1980896	3.8	4.52567
4.4	5.5	54.94005169	245.0027771	3.4	3.46714
4.4	5.5	15.32704669	373.9614258	4.7	3.2448
4.4	5.5	17.6793187	425.3136597	3.1	3.26334
4.4	5.5	12.52522405	400.8191528	4.3	4.49723
4.4	5.5	12.85376112	307.8835144	3.3	3.56373
4.4	5.5	38.60434479	362.8032532	2.9	4.24138
4.4	5.5	5.858282557	446.3934631	3.8	5.70914
4.4	5.5	19.24952549	348.6685181	3.2	4.52833
4.4	5.5	9.212131979	346.5249023	3.8	5.52526
4.4	5.5	45.05754119	265.4009705	3.1	3.39589
4.4	5.5	44.88888909	278.9410706	2.7	3.59144
4.4	5.5	20.80225386	295.1670532	3.8	4.1864
4.4	5.5	7.41110237	376.3748169	3.6	4.86893
4.4	5.5	8.169290766	343.1554871	2.7	5.9058
4.4	5.5	19.65566305	342.444458	2.7	5.21618
4.4	5.5	11.6703391	352.6233215	4.6	5.5231
4.4	5.5	35.50215669	284.6976624	2.2	3.57583
4.4	5.5	15.2892224	350.4064026	3.4	4.59039
4.4	5.5	3.792171418	397.1170654	4.3	6.03767
4.4	5.5	5.235480447	355.067627	6	6.28866
4.4	5.5	78.73202749	349.674408	2.2	3.0855
4.4	5.5	35.68533719	367.8610535	3.1	3.66372
4.4	5.5	22.2666679	305.808136	2.2	3.33522
4.4	5.5	25.27192624	382.1365051	3.4	3.60869
4.4	5.5	15.65302686	750.0498657	3.8	4.52713
4.4	5.5	41.12252394	236.7275543	2.7	2.75938
4.4	5.5	45.42143911	282.5281982	2.7	2.97462
4.4	5.5	17.56812044	324.7414246	2.7	4.22626
4.4	5.5	42.43385953	276.7805481	4.1	3.59997
4.4	5.5	37.95976789	245.6526337	3.1	2.70256
4.4	5.5	31.18894989	295.8011169	2.7	3.49326
4.4	5.5	32.48903521	390.3362122	2.2	1.83122
4.4	5.5	51.20420996	300.3753662	3.1	2.47772
4.4	5.5	36.37762039	750.598938	2.2	2.56319
4.4	5.5	45.58920192	650.864502	3.8	3.04502
4.4	5.5	50.03594718	329.4858704	4.1	3.12696
4.4	5.5	47.38918999	236.4804688	2.5	2.66575
4.4	5.5	46.58544405	256.1272888	2.2	2.1954
4.4	5.5	24.43544759	346.6985168	3.8	4.54046
4.4	5.5	80.12354845	799.6939087	2.2	2.16038
4.4	5.5	27.81115401	785.8592529	2.9	2.62114
4.4	5.5	25.28927973	330.0684509	3.3	3.07493
4.4	5.5	12.72001223	368.5725403	3.2	4.19793
4.4	5.5	19.18327764	355.6587219	2.7	2.78141
4.4	5.5	108.786569	366.6407166	3.1	2.77139
4.4	5.5	45.0766472	356.0565796	2.8	3.27794
4.4	5.5	29.72038327	305.5860291	2.2	2.68581
4.4	5.5	40.08635608	343.7855225	2.7	2.77302
4.4	5.5	50.80573318	682.8892822	3.1	2.06625
4.4	5.5	69.12473776	340.9030151	2.7	2.35632
4.4	5.5	34.16126126	379.2944641	2.7	2.17085
4.4	5.5	54.85680781	211.5189819	2.2	2.44991
4.4	5.5	49.89823987	456.3562012	2.7	2.97312
4.4	5.5	21.4990632	326.0332947	4.1	4.09047
4.4	5.5	80.61439877	369.8778381	3.4	2.10224
5.6	9.4	64.54510956	693.6322632	3.3	3.47519
5.6	9.4	103.6686285	335.98703	2.1	3.7753
5.6	9.4	5.76153276	365.4177551	7.3	8.32527
5.6	9.4	37.68579877	381.6695862	3.6	4.90346
5.6	9.4	30.62884792	302.3868103	4.7	6.07433
5.6	9.4	77.51790286	333.8262024	3.4	4.11349
5.6	9.4	58.11364118	305.6228638	4	4.76317
5.6	9.4	30.25234143	314.5820618	4.7	5.93977
5.6	9.4	33.71887003	295.9392395	4.8	6.10545
5.6	9.4	51.84767517	326.0591125	4.8	5.67305
5.6	9.4	47.99378859	319.0614319	5.6	5.50259
5.6	9.4	41.68151881	363.0291748	4	5.54104
5.6	9.4	47.22129704	453.3872986	4	6.47292
6.4	10.5	255.9202813	238.7032471	3.1	4.25207
6.4	10.5	230.7440497	260.6421814	3.8	4.51274
6.4	10.5	229.3468537	794.8417358	3.1	3.04364
6.4	10.5	223.0725736	327.8856201	4.7	3.33993
6.4	10.5	238.2087311	264.2774048	3.3	3.76485
6.4	10.5	241.1301897	237.7683868	3.7	4.40613
6.4	10.5	219.0067204	255.2074432	3.3	4.8147
6.4	10.5	203.2354037	326.5749512	2.7	4.14835
6.4	10.5	251.4919213	385.0278625	3.1	3.80697
6.4	10.5	239.8572551	251.4450684	3.4	4.32432
6.4	10.5	235.5287022	245.1028595	3.3	4.3127
6.4	10.5	211.4651914	241.1681976	2.6	4.68436
6.4	10.5	215.1947826	247.7007751	3.1	4.484
6.4	10.5	247.314346	361.8728333	3.4	4.40758
6.4	10.5	203.5379424	383.594574	3.5	3.26504
6.4	10.5	205.010401	344.9423523	3.6	4.20194
6.4	10.5	195.110345	375.5310974	2.5	3.14937
6.4	10.5	233.1570797	281.1404114	3.3	4.02468
6.4	10.5	191.6965408	332.2532654	2.5	4.20484
6.4	10.5	247.6346717	367.6837158	3.3	4.03377
6.4	10.5	201.3455071	329.4105835	3.6	3.19567
6.4	10.5	226.5387509	255.4250793	3	4.46113
6.4	10.5	228.7395788	255.94104	3.2	3.9219
6.4	10.5	255.2028277	380.4416504	3.4	3.44613
6.4	10.5	199.469531	334.5426636	3.3	4.36757
6.4	10.5	192.5835175	341.8184814	3.4	3.22296
6.4	10.5	200.2599768	296.8273315	2.7	3.86465
6.4	10.5	216.4935968	230.9501343	2.5	4.47205
6.4	10.5	236.1628699	254.4861298	3.5	4.15792
6.4	10.5	208.6657757	249.9461212	4.1	5.16027
6.4	10.5	203.4750605	310.7657166	3.7	4.06835
6.4	10.5	201.5284069	334.2391052	3.2	4.40789
6.4	10.5	208.4551151	226.6940765	2.9	4.15979
6.4	10.5	218.7905646	220.8297272	2.9	4.35082
6.4	10.5	220.5101116	222.8465729	2.6	4.15631
6.4	10.5	217.0074233	232.7233734	2.9	4.2901
6.4	10.5	229.4834363	192.8178406	2.9	4.10655
6.4	10.5	219.8152904	226.3639832	3.3	4.45199
6.4	10.5	221.166079	217.5500641	2.9	4.10354
6.4	10.5	224.1679615	214.8119659	3.3	3.87182
6.4	10.5	216.3872002	223.7388458	3.8	4.37338
6.4	10.5	195.3231599	342.1268005	2.5	3.03239
6.4	10.5	192.3735991	354.9957886	3.1	3.2838
6.4	10.5	200.6597887	544.9629517	3.8	3.66584
6.4	10.5	222.0705353	314.880188	3.4	4.02096
6.4	10.5	224.584638	216.1082764	3.5	4.44826
6.4	10.5	207.9269661	251.831131	3	4.24644
6.4	10.5	203.96188	376.1671143	3.8	4.23701
6.4	10.5	225.4248214	312.4067993	2.7	3.79851
6.4	10.5	198.729523	363.5956726	2.1	4.38148
6.4	10.5	210.9865913	249.3115387	3.8	5.01962
6.4	10.5	214.1912832	311.0856018	4.3	4.54473
6.4	10.5	218.1626678	319.8283691	2.5	4.20606
6.4	10.5	207.6331631	261.9712524	3.6	5.20461
6.4	10.5	198.8749471	352.0711975	3.4	4.37425
6.4	10.5	216.7682977	273.1194458	3.6	4.61175
6.4	10.5	207.1060671	265.4923401	3.8	4.72731
6.4	10.5	214.0921021	237.7719727	3.2	4.69687
6.4	10.5	209.2221225	316.2036133	2.2	4.19287
6.4	10.5	205.1481422	358.4122925	4.3	4.4791
6.4	10.5	216.5074554	283.1348877	2.2	3.87155
6.4	10.5	202.7345803	285.2048035	3.4	4.57533
6.4	10.5	201.9783373	293.2257385	5.6	4.299
6.4	10.5	206.4697633	259.3040161	3.7	4.58139
6.4	10.5	203.741754	277.7321472	3.8	4.40178
6.4	10.5	213.8135468	240.3431244	3.3	4.56172
6.4	10.5	212.0171075	323.1434937	2.9	4.12328
6.4	10.5	201.8092817	275.4674072	2.7	4.48179
6.4	10.5	219.7918641	248.1737671	2.8	3.97013
6.4	10.5	224.301535	318.2366638	3.4	3.98382
6.4	10.5	212.7236647	250.2933807	4.6	4.99116
6.4	10.5	215.6733877	305.6911926	2.2	4.02355
6.4	10.5	216.5262927	310.7246399	3.2	4.31121
6.4	10.5	212.9882437	306.0403442	2.7	4.64039
6.4	10.5	108.3537262	307.1156921	4.6	5.62204
6.4	10.5	194.9737293	384.6638794	3.8	4.08881
6.4	10.5	205.8711305	383.1629028	3.4	5.14698
6.4	10.5	149.481607	338.2141418	4.6	4.34238
6.4	10.5	196.4476155	392.3591919	3.8	4.53263
6.4	10.5	172.6731008	341.219574	4.2	5.06854
6.4	10.5	184.9365076	394.4616089	2.2	3.84355
6.4	10.5	179.0222227	417.7445374	2.6	4.27449
6.4	10.5	177.442469	356.5569153	3.3	4.50456
6.4	10.5	185.7790513	360.4372864	2.8	4.28614
6.4	10.5	188.5162625	369.9856262	2.6	4.37454
6.4	10.5	164.2303335	670.1553955	3.3	3.67359
6.4	10.5	184.1016853	347.0202026	3.4	4.20313
6.4	10.5	177.8673271	360.4380188	2.8	3.72096
6.4	10.5	174.8974215	374.7468262	2.7	4.13842
6.4	10.5	188.0318236	384.4096069	2.9	3.45242
6.4	10.5	134.162156	400.6134949	3.6	5.36461
6.4	10.5	175.9411032	370.1980896	2.7	3.97677
6.4	10.5	183.7067066	245.0027771	2.9	4.05883
6.4	10.5	191.465773	373.9614258	4.1	3.48359
6.4	10.5	178.9579075	425.3136597	3	4.30105
6.4	10.5	170.1427547	368.8518372	3.9	3.92027
6.4	10.5	183.5006353	264.4356995	2.7	4.69071
6.4	10.5	142.2649829	362.8032532	3.4	4.87239
6.4	10.5	181.5152377	446.3934631	3.4	3.85186
6.4	10.5	186.1553117	348.6685181	3.2	3.71099
6.4	10.5	184.7172492	346.5249023	3.8	3.67722
6.4	10.5	179.2099501	278.9410706	2.7	4.40179
6.4	10.5	145.5951291	380.8470459	4.6	4.65302
6.4	10.5	175.6950031	288.8311768	2.7	4.30548
6.4	10.5	187.3460955	295.1670532	2.6	4.25907
6.4	10.5	185.7367272	303.2130737	3.3	4.09839
6.4	10.5	184.372194	343.1554871	3.1	4.45975
6.4	10.5	190.0112413	342.444458	4.1	4.5215
6.4	10.5	193.4513529	332.5693359	3.3	3.68513
6.4	10.5	190.1423494	350.4064026	3.3	4.57533
6.4	10.5	177.4203239	397.1170654	3.3	4.34087
6.4	10.5	180.2574238	355.067627	3.4	3.54576
6.4	10.5	107.9553555	349.674408	4.2	5.31053
6.4	10.5	141.3730554	367.8610535	3.8	4.80043
6.4	10.5	176.522718	372.4357605	3.4	4.63457
6.4	10.5	179.2254544	344.8460693	3.1	4.30685
6.4	10.5	190.3178245	324.6712952	3.8	4.46493
6.4	10.5	194.9532367	269.0514832	3.8	4.8456
6.4	10.5	184.3178605	336.6068726	3.9	4.41801
6.4	10.5	186.8244598	322.8825989	4.1	4.70184
6.4	10.5	192.5902148	392.33255	3.7	4.4479
6.4	10.5	181.6394103	422.7388	3.7	4.69967
6.4	10.5	180.9762359	439.1546326	3.3	4.58119
6.4	10.5	193.6395625	424.7206116	2.5	3.82727
6.4	10.5	186.1336348	391.8576355	4.8	4.4992
6.4	10.5	187.7204674	404.5478821	4	4.47246
6.4	10.5	188.2899798	395.9318848	3.1	4.69726
6.4	10.5	202.1846425	294.7976379	2.7	4.27451
6.4	10.5	196.907838	399.9537964	2.7	4.50629
6.4	10.5	206.6179307	376.4328308	3.6	4.7286
6.4	10.5	187.1236558	305.1174927	3.8	5.18031
6.4	10.5	195.7439694	310.8283386	3.4	4.19254
6.4	10.5	194.2139122	349.0288391	3.1	4.63261
6.4	10.5	169.4865046	330.089386	4.8	4.76472
6.4	10.5	175.6540749	515.1060181	4.1	5.64304
6.4	10.5	195.7777563	315.228241	2.9	4.45542
6.4	10.5	187.7717376	291.4198608	2.7	4.61491
6.4	10.5	184.8125392	305.808136	3.1	4.58276
6.4	10.5	149.8359193	711.3206787	2.2	4.0291
6.4	10.5	140.7872364	427.5033264	2.7	4.67
6.4	10.5	173.5131394	364.5945435	3.4	4.39694
6.4	10.5	173.8867352	310.4531555	3.1	5.00122
6.4	10.5	195.6420243	387.1007385	4.3	4.46112
6.4	10.5	195.0921231	335.2063904	3.4	4.54861
6.4	10.5	192.5982095	389.2038269	3.6	4.27706
6.4	10.5	185.8131556	405.8877563	3.3	4.28912
6.4	10.5	178.2955149	399.6081543	3	3.95545
6.4	10.5	183.6608004	390.3362122	3	4.6713
6.4	10.5	137.6397653	414.2243652	4.4	5.42811
6.4	10.5	191.1402755	408.4488525	3.3	4.16163
6.4	10.5	152.9933408	327.2637939	4.2	4.6998
6.4	10.5	137.8515379	437.3500366	5.8	5.29876
6.4	10.5	182.9308418	432.5875549	3.4	4.06048
6.4	10.5	184.8612941	328.4709473	3.1	4.71483
6.4	10.5	193.535439	419.2765808	2.5	4.40758
6.4	10.5	196.3868878	314.1171875	3.8	4.3448
6.4	10.5	195.1701692	387.1007385	4.3	4.2472
6.4	10.5	197.6385693	305.9043579	2.8	4.34827
6.4	10.5	193.9995237	287.2349854	3.3	4.51197
6.4	10.5	127.9312259	298.1521606	4.5	5.98994
6.4	10.5	193.3952745	296.7688904	3.9	4.68361
6.4	10.5	156.1797819	512.6240234	4.6	3.72046
6.4	10.5	181.8931574	322.775238	3.3	4.83675
6.4	10.5	197.3536206	277.7340698	4.1	4.88469
6.4	10.5	194.4035493	290.8937988	3.1	4.86284
6.4	10.5	188.835886	294.7110901	5.2	5.18938
6.4	10.5	191.4297158	281.9298706	3.6	4.76906
6.4	10.5	189.8504302	291.000885	3.4	4.88197
6.4	10.5	194.842609	384.4674683	3.5	4.0613
6.4	10.5	194.5892326	381.9442749	3.1	4.72549
6.4	10.5	190.6957209	356.687561	3.2	3.96483
6.4	10.5	185.5727859	450.086731	3.5	3.92812
6.4	10.5	186.1870579	321.1270142	2.8	4.39089
6.4	10.5	197.0307204	376.6755676	4.1	4.63001
6.4	10.5	195.4333253	387.1007385	4.3	4.37782
6.4	10.5	191.8697815	382.1365051	2.9	4.43784
6.4	10.5	185.6238307	358.6506653	3.4	4.43146
6.4	10.5	194.9875093	294.7679443	3.5	4.47075
6.4	10.5	192.427212	627.5021362	3	3.92055
6.4	10.5	213.4866334	336.5756836	3.6	4.48171
6.4	10.5	193.1819697	265.135376	4.3	5.11445
6.4	10.5	196.6505989	396.1256104	3.8	4.16138
6.4	10.5	177.6445148	354.1586304	2.5	4.39338
6.4	10.5	184.6227572	384.3681335	4.1	4.64886
6.4	10.5	182.7186524	488.3274231	3.9	4.03813
6.4	10.5	185.7926679	327.0830994	3.6	4.6837
6.4	10.5	134.9651427	379.8895874	3.8	5.14496
6.4	10.5	137.165673	375.5345154	3.5	5.618
6.4	10.5	203.5892503	293.9561768	3.9	4.45802
6.4	10.5	196.3507916	394.9196472	4.4	4.63159
6.4	10.5	192.2541555	389.2038269	3.5	4.45628
6.4	10.5	201.6764194	301.3935852	3.1	4.31934
6.4	10.5	256.9465161	324.2528992	2.9	4.32647
6.4	10.5	231.4675833	243.1437073	3.7	4.85428
6.4	10.5	231.7427615	247.8866119	2.9	4.24712
6.4	10.5	206.5696487	268.2477722	3.3	4.73871
6.4	10.5	216.4339283	318.9224548	3.6	4.1247
6.4	10.5	227.6689873	237.4728699	3.1	4.87847
6.4	10.5	223.8697792	245.2002411	3.1	4.69757
6.4	10.5	219.8499885	306.6296997	3.2	4.4525
6.4	10.5	223.9090399	252.1604462	3.8	4.63495
6.4	10.5	227.6699755	284.45755	2.8	4.49463
6.4	10.5	256.9964284	333.6753845	3.3	4.22297
6.4	10.5	225.3477537	276.1361389	3.3	4.00329
6.4	10.5	89.30807746	342.5826416	3.1	5.07325
6.4	10.5	79.18908142	344.4706421	3.9	4.9478
6.4	10.5	93.25519475	342.1047363	3.6	5.49211
6.4	10.5	115.257512	504.4627991	3.1	4.78293
6.4	10.5	137.2389927	373.7682495	3	4.27592
6.4	10.5	88.54974932	373.0365601	4.5	5.98117
6.4	10.5	130.1263528	363.1862488	3.3	4.619
6.4	10.5	145.7338638	268.4016418	2.7	4.61099
6.4	10.5	145.4822894	270.9513855	3.8	4.44429
6.4	10.5	147.8971545	270.5318909	4.8	4.79389
6.4	10.5	143.6922304	360.2892151	3.3	4.09754
6.4	10.5	142.0472949	265.1869507	3.4	4.35973
6.4	10.5	111.4768922	274.3655396	5.6	4.74749
6.4	10.5	128.5878871	364.6400757	4.3	5.53328
6.4	10.5	208.1048279	425.1835938	2.7	3.37356
6.4	10.5	169.0156442	326.3209534	3.1	4.50162
6.4	10.5	204.0359311	329.8565979	2.6	3.65512
6.4	10.5	163.6224407	750.0498657	2.9	2.90512
6.4	10.5	206.0413307	343.20224	3.8	4.36841
6.4	10.5	215.3900727	236.7275543	2.9	4.22641
6.4	10.5	273.2593955	319.4064636	2.8	3.35118
6.4	10.5	183.2307702	390.3362122	3	4.40839
6.4	10.5	233.7250313	344.8798828	3.8	4.65526
6.4	10.5	179.0496205	282.5281982	3.9	4.21101
6.4	10.5	189.1073309	333.8737183	3.3	3.40934
6.4	10.5	230.6439621	238.8612213	3.5	5.02199
6.4	10.5	190.3771524	324.7414246	3.8	3.92638
6.4	10.5	143.0709778	871.8712158	2.7	4.90581
6.4	10.5	214.6447541	326.0301514	3	4.50721
6.4	10.5	180.0556587	276.7805481	4.3	4.39319
6.4	10.5	209.3765761	245.6526337	3.4	4.87459
6.4	10.5	168.1532773	338.681427	3.1	4.63793
6.4	10.5	209.7162125	315.9803772	2.7	3.7256
6.4	10.5	63.43242806	598.7265625	3.9	4.0421
6.4	10.5	197.8196902	491.2952576	2.7	3.11326
6.4	10.5	213.4493706	240.5567322	3.1	4.7776
6.4	10.5	248.8991452	391.8901062	3.5	3.27144
6.4	10.5	186.4730686	483.7773132	2.7	3.67823
6.4	10.5	193.3925958	285.3822937	3.1	4.85402
6.4	10.5	178.5663658	295.8011169	2.7	3.41601
6.4	10.5	207.3801726	295.7687988	3.2	4.09965
6.4	10.5	102.4546528	384.1702576	3.7	5.08376
6.4	10.5	176.3915557	685.7255859	2.7	3.69822
6.4	10.5	190.8082026	830.4780273	3.3	3.26536
6.4	10.5	192.4142946	462.2550964	4.6	4.33297
6.4	10.5	187.0640264	327.5500793	3.4	4.48687
6.4	10.5	178.0393374	300.3753662	3.8	3.82956
6.4	10.5	142.0892598	750.598938	3.1	4.3385
6.4	10.5	244.4362024	298.5339355	3.4	3.61391
6.4	10.5	168.8656379	650.864502	2.9	4.56466
6.4	10.5	216.2883384	329.4858704	2.7	3.40652
6.4	10.5	220.6617615	356.8761292	3.1	4.03461
6.4	10.5	181.2979379	387.7528076	3.1	4.3871
6.4	10.5	217.672718	279.6632385	2.9	3.6021
6.4	10.5	218.6568732	236.4804688	3.1	4.1264
6.4	10.5	218.6568732	236.4804688	3.1	3.75319
6.4	10.5	205.6759755	350.5891113	3.4	4.39066
6.4	10.5	274.2108987	311.2938232	3.2	3.45724
6.4	10.5	179.625355	309.4449158	2.7	4.76032
6.4	10.5	201.170598	281.6569214	4.3	4.40317
6.4	10.5	282.904398	552.5709229	2.5	2.97886
6.4	10.5	228.2800865	210.3031006	3.6	4.05117
6.4	10.5	139.450806	671.8769531	3.9	4.95863
6.4	10.5	211.8975328	256.1272888	3.1	4.9761
6.4	10.5	147.3181672	341.5627747	4.9	5.9037
6.4	10.5	227.2738024	237.2540894	3.2	4.45173
6.4	10.5	133.9453787	358.0562439	3.4	4.32664
6.4	10.5	216.1998532	343.016449	4.6	4.83319
6.4	10.5	234.0386799	244.1423798	3.1	4.22797
6.4	10.5	189.1055505	346.6985168	3.8	3.51368
6.4	10.5	238.2485983	342.9169922	3.1	3.37264
6.4	10.5	197.8014464	321.6302795	4.2	3.55934
6.4	10.5	203.3644158	330.6783142	3.8	4.82247
6.4	10.5	246.9965397	375.0314941	3.2	3.50688
6.4	10.5	235.7653571	799.6939087	2.2	3.53479
6.4	10.5	215.4119953	232.997345	3.2	4.2338
6.4	10.5	199.4222295	330.0684509	2.7	3.8438
6.4	10.5	164.3666546	365.727417	3.1	3.75052
6.4	10.5	171.3071379	361.3795776	2.9	4.27772
6.4	10.5	211.5898863	299.9070129	2.9	4.03059
6.4	10.5	249.4719557	339.9762573	3.1	3.2903
6.4	10.5	120.40793	298.3011475	3.8	5.38862
6.4	10.5	177.6366329	441.0753479	3.1	4.39906
6.4	10.5	179.5408728	383.9384155	3.4	4.30299
6.4	10.5	199.0842411	279.6011047	2.7	4.26984
6.4	10.5	243.2736925	348.2541809	3.4	3.82988
6.4	10.5	234.2319397	323.987793	3.4	4.54174
6.4	10.5	139.061272	400.3392334	3.1	5.02051
6.4	10.5	175.8447931	333.5112305	3	5.0982
6.4	10.5	227.1295301	204.0059357	3.4	4.81909
6.4	10.5	200.4453873	339.5799866	3.4	3.88383
6.4	10.5	215.1624927	352.0774231	2.9	2.97113
6.4	10.5	194.0205076	277.1630554	4.7	5.06218
6.4	10.5	224.4826699	354.146698	2.8	3.28538
6.4	10.5	151.7799642	394.5776062	3.4	5.16221
6.4	10.5	219.6087802	360.4520874	2.7	3.46412
6.4	10.5	171.1840241	625.0380249	4.1	4.70829
6.4	10.5	214.3012579	344.6783142	3.8	3.29296
6.4	10.5	190.5717285	286.3734741	3.9	4.71106
6.4	10.5	126.9085162	532.8256226	4.3	4.2997
6.4	10.5	78.64772934	342.7010193	3.4	4.83977
